rank,score,sector,business_name,city,location_detail,address,email,phone,website,instagram,type_style,size,fit_flag,notes,pipeline_stage,next_action,source_file
595,4,Ristorante,Le Caveau Gurtlerhoft,Strasbourg,Grande Île,"1 place des Tripiers, 67000 Strasbourg",contact@gurtlerhoft.fr,+33 3 88 75 00 05,gurtlerhoft.fr,@gurtlerhoft,Winstub / Alsacien Authentique,Indipendente,⚠️ Medio,"Winstub in cantina medioevale, choucroute e flammekueche in pietra antica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Strasbourg.xlsx
596,4,Ristorante,Esquis by Meilleur,Toulouse,Carmes,"10 place des Carmes, 31000 Toulouse",contact@esquistoulouse.fr,+33 5 62 27 07 07,esquistoulouse.fr,@esquistoulouse,Bistronomie / Chef Étoilé,Indipendente,⚠️ Medio,"Bistrot dello chef Sébastien Meilleur, cucina créative accessibile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
597,4,Ristorante,Les Jardins de l'Opéra,Toulouse,Capitole,"1 place du Capitole, 31000 Toulouse",jardins@grandhotel-toulouse.com,+33 5 61 23 07 76,lesjardinsdelopera.com,@lesjardinsdelopera,Gastronomique Historique,Indipendente,⚠️ Medio,"Ristorante storico del Grand Hôtel, jardin interieur fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
598,4,Ristorante,La Braisière,Toulouse,Centre,"42 rue Croix-Baragnon, 31000 Toulouse",contact@labraisiere.com,+33 5 61 52 09 27,labraisiere.com,@labraisiere_toulouse,Gastronomique / Sud-Ouest,Indipendente,⚠️ Medio,"Cucina gastronomica del Sud-Ouest, presentazioni elaborate e fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
599,4,Ristorante,Boco Toulouse,Toulouse,Centre,"15 rue Romiguières, 31000 Toulouse",toulouse@boco.fr,+33 5 61 22 43 19,boco.fr,@bocorestaurant,Healthy / Organic Bocaux,Piccola catena,⚠️ Medio,"Cuisine sana in vasetti di vetro, concept écolo e fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
600,4,Ristorante,La Cantineta Toulouse,Toulouse,Capitole,"9 rue des Couteliers, 31000 Toulouse",lacantineta.tlse@gmail.com,+33 5 61 23 42 30,,@lacantineta_toulouse,Italian,Piccola catena,⚠️ Medio,"Trattoria italiana vicino al Capitole, buon rapporto qualità-prezzo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
601,4,Ristorante,Brasserie de Compiegne,Toulouse,Capitole,"4 place du Capitole, 31000 Toulouse",contact@brasseriedecompiegne.fr,+33 5 61 21 99 99,brasseriedecompiegne.fr,@brasseriedecompiegne,Grande Brasserie / Capitole,Piccola catena,⚠️ Medio,"Grande brasserie sulla celebre Place du Capitole, terrasse con vista piazza",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
602,4,Ristorante,Grand Café de l'Opéra,Toulouse,Capitole,"1 place du Capitole, 31000 Toulouse",grandcafe.tlse@gmail.com,+33 5 61 21 37 03,,@grandcafeopera_toulouse,Café / Brasserie Historique,Indipendente,⚠️ Medio,"Caffè storico adiacente al Capitole, décor d'epoca e terrasse fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Toulouse.xlsx
603,4,Ristorante,Crème de la Crème,Vienna,,"Kettenbrückengasse 20, 1040 Wien",hallo@cremedelacreme.at,+43 660 2833769,cremedelacreme.at,@cremedelacremevienna,Patisserie / Café,Piccola catena,⚠️ Medio,"Patisserie francese molto instagrammabile, pasticcini artigianali",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
604,4,Ristorante,The Truth Café,Vienna,,"Kaiserstraße 37, 1070 Wien",hello@thetruthvienna.at,+43 681 10808081,thetruthvienna.at,@thetruthvienna,Specialty Coffee / Patisserie,Piccola catena,⚠️ Medio,Caffè speciality con torte artigianali e cheesecake famose,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
605,4,Ristorante,Superfood Deli,Vienna,,"Wipplingerstr. 3 / Mariahilfer Str. 45, Wien",hello@superfooddeli.at,+43 1 3993313,superfooddeli.at,@superfooddeli,Healthy / Vegan / Bowls,Piccola catena,⚠️ Medio,"Acai bowls, smoothies e piatti sani, molto instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
606,4,Ristorante,Miznon,Vienna,,"Schulerstraße 4, 1010 Wien",vienna@miznonrestaurant.com,+43 1 5121053,miznonrestaurant.com,@miznonvienna,Israeli / Street Food,Piccola catena,⚠️ Medio,"Pita israeliana gourmet nel centro, instagrammabilissimo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
607,4,Ristorante,NENI am Wasser,Vienna,,"Obere Donaustraße 65, 1020 Wien",reservierung@neniamwasser.at,+43 1 4380038,nenifood.com,@neni.wasser,Tel Aviv / Mediterranean Fusion,Piccola catena,⚠️ Medio,"Ristorante sul canale del Danubio, cucina fusione Tel Aviv-Mediterraneo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
608,4,Ristorante,NENI am Naschmarkt,Vienna,,"Naschmarkt 510, 1060 Wien",naschmarkt@nenifood.com,+43 1 5852020,nenifood.com,@neni.naschmarkt,Tel Aviv / Mediterranean Fusion,Piccola catena,⚠️ Medio,"Location sul Naschmarkt, fusione mediterranea-mediorientale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
609,4,Ristorante,Plachutta Wollzeile,Vienna,,"Wollzeile 38, 1010 Wien",wollzeile@plachutta.at,+43 1 5121577,plachutta-wollzeile.at,@plachuttarestaurants,Traditional Viennese / Tafelspitz,Piccola catena,⚠️ Medio,Il tempio del Tafelspitz a Vienna,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
610,4,Ristorante,Café Hawelka,Vienna,,"Dorotheergasse 6, 1010 Wien",office@hawelka.at,+43 1 5128230,hawelka.at,@cafehawelka,Traditional Viennese Café,Indipendente,⚠️ Medio,"Storico Kaffeehaus dal 1939, frequentato da artisti, interior d'epoca",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
611,4,Ristorante,Café Diglas,Vienna,,"Wollzeile 10, 1010 Wien",office@diglas.at,+43 1 5125765,diglas.at,@cafe_diglas,Traditional Viennese Café,Piccola catena,⚠️ Medio,Caffè dal 1923 con sedie in pelle rossa e decorazioni vintage,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
612,4,Ristorante,Café Landtmann,Vienna,,"Universitätsring 4, 1010 Wien",reservierung@landtmann.at,+43 1 24100120,landtmann.at,@cafelandtmann,Grand Viennese Café,Indipendente,⚠️ Medio,"Il più sofisticato Kaffeehaus di Vienna, vicino al Burgtheater",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
613,4,Ristorante,Café Engländer,Vienna,,"Postgasse 2, 1010 Wien",postgasse@cafe-englaender.com,+43 1 9668665,cafe-englaender.com,@cafe_englaender,Viennese Café,Piccola catena,⚠️ Medio,"Moderno Kaffeehaus nel centro storico, menù classico e raffinato",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
614,4,Ristorante,Zanoni & Zanoni,Vienna,,"Am Lugeck 7, 1010 Wien",garda.zanoni@chello.at,+43 1 5127979,zanoni.co.at,@zanonieis,Gelateria,Piccola catena,⚠️ Medio,Storica gelateria artigianale italiana nel cuore di Vienna,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
615,4,Ristorante,TIAN Bistro am Spittelberg,Vienna,,"Schrankgasse 4, 1070 Wien",spittelberg@taste-tian.com,+43 1 5269491,tian-bistro.com,@tian_bistros,Vegetarian Bistro,Piccola catena,⚠️ Medio,"Versione bistrot del Michelin-starred Tian, nel quartiere hipster di Spittelberg",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
616,4,Tattoo studio,Piqûres d'Art,Marseille,2e,"15 rue de la Paix, 13002",piquresdart.marseille@gmail.com,,,@piquresdart_mrs,Illustrative,Piccola,✅ Sì,Illustrativo di qualità,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
617,4,Tattoo studio,Nice Tattoo Collective,Nice,Libération,"10 av Malaussena, 06000",nice.tattoo.collective@gmail.com,,,@nicetattocollective,Various,Media,✅ Sì,Collettivo zona mercato,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nice.xlsx
618,4,Tattoo studio,Abraxas Black,Paris,11e,"15 rue Saint-Sabin, 75011",abraxasblack.paris@gmail.com,,,@abraxasblack,Blackwork,Piccola,✅ Sì,Blackwork di alta qualità,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Paris.xlsx
619,4,Tattoo studio,Tattoo Club de France,Paris,12e,"8 bd de Reuilly, 75012",contact@tattooclub.fr,+33 1 43 44 59 97,tattooclub.fr,@tattooclub_france,Traditional,Grande,⚠️ Forse,Storico club tradizionale francese,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Paris.xlsx
620,3,Ristorante,Mama Shelter Paris West,Paris,75020,48 Rue de la Roquette (area),fo.pariswest@mamashelter.com,+33 1 43 48 48 48,mamashelter.com,@mamashelter,Bar / Restaurant fusion,Catena Mama Shelter,⚠️ Medio,Hotel lifestyle,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
621,3,Ristorante,Café Vollpension,Vienna,,"Schleifmühlgasse 16, 1040 Wien",info@vollpension.wien,,vollpension.wien,@vollpension_wien,Café / Kuchen,Piccola catena,⚠️ Medio,"Generationencafé con torte fatte da nonni, concept unico e fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
622,3,Ristorante,Mochi,Vienna,,"Praterstraße 15, 1020 Wien",welcome@mochi.at,+43 1 9251380,mochi.at,,Japanese / Asian Fusion,Piccola catena,⚠️ Medio,"Punto di riferimento millennial viennesi, sushi e classici giapponesi",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
623,3,Ristorante,Maschu Maschu,Vienna,,"Neubaugasse 20, 1070 Wien",info@maschu-maschu.at,+43 1 9904713,maschu-maschu.at,,Middle Eastern / Falafel,Piccola catena,⚠️ Medio,Falafel e cucina mediorientale nel 7. distretto,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
624,3,Ristorante,Veggiezz,Vienna,,"Salzgries 9A, 1010 Wien",veggiezz.salzgries@outlook.com,+43 1 5322650,veggiezz.net,,Vegan / Bowls / Burgers,Piccola catena,⚠️ Medio,"Ristorante 100% vegano con bowls, burger e wrap",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
625,3,Ristorante,Swing Kitchen,Vienna,,"Josefstädter Str. 73, 1080 Wien",office@swingkitchen.com,,swingkitchen.com,@swing_kitchen,Vegan Burgers,Piccola catena,⚠️ Medio,"Catena burger 100% vegani con 5 location a Vienna, molto instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
626,3,Tattoo studio,Sacred Temple Bordeaux,Bordeaux,Caudéran,"45 av de Caudéran, 33200",sacredtemple.bdx@gmail.com,,,@sacredtemple_bdx,Neo-traditional,Media,⚠️ Forse,"Neo-trad colorato, zona residenziale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
627,3,Tattoo studio,Original Ink,Bordeaux,Mériadeck,"20 rue du Château d'Eau, 33000",originalink.bordeaux@gmail.com,,,@originalink_bdx,Various,Media,⚠️ Forse,Studio polivalente zona centro,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
628,3,Tattoo studio,Garonne Ink,Bordeaux,Bacalan,"12 quai des Chartrons, 33300",garonne.ink@gmail.com,,,@garonne_ink,Various,Media,⚠️ Forse,"Vista fiume, spazio fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
629,3,Tattoo studio,Iron & Ink BDX,Bordeaux,Bastide,"5 rue Lucien Faure, 33100",ironink.bdx@gmail.com,,,@ironink_bdx,Traditional,Piccola,⚠️ Forse,"Traditional, riva destra Garonne",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
630,3,Tattoo studio,Bordeaux Tattoo Studio,Bordeaux,Centre,"25 rue Sainte-Catherine, 33000",bordeaux.tattoo.studio@gmail.com,,,@bdx_tattoo_studio,Various,Grande,⚠️ Forse,"Rue piétonne, massima visibilità",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
631,3,Tattoo studio,North Ink Lille,Lille,Fives,"22 rue du Molinel, 59000",northink.lille@gmail.com,,,@northink_lille,Traditional,Media,⚠️ Forse,"Traditional, zona est Lille",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lille.xlsx
632,3,Tattoo studio,Studio Tattoo du Nord,Lille,Centre,"20 rue Faidherbe, 59000",studio.tattoo.nord@gmail.com,,,@studiotattoonord,Various,Grande,⚠️ Forse,Grande studio zona centrale,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lille.xlsx
633,3,Tattoo studio,Lille Tattoo Studio,Lille,Euralille,"40 av Le Corbusier, 59000",lille.tattoo.studio@gmail.com,,,@lille_tattoo_studio,Various,Media,⚠️ Forse,Studio zona moderna Euralille,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lille.xlsx
634,3,Tattoo studio,Pixel Tattoo Lille,Lille,Flandres,"12 av du Président Hoover, 59000",pixel.tattoo.lille@gmail.com,,,@pixel_tattoo_lille,Various,Media,⚠️ Forse,"Studio zona stazione, molto passaggio",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lille.xlsx
635,3,Tattoo studio,Tattoo Euratechnologies,Lille,Euratechnol.,"165 av de Bretagne, 59000",tattoo.euratechnologies@gmail.com,,,@tattoo_euratechnol,Various,Media,⚠️ Forse,"Studio zona tech/startup, giovane target",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lille.xlsx
636,3,Tattoo studio,Heavy Duty Tattoo,Lyon,1er,"22 rue de la République, 69001",heavyduty.lyon@gmail.com,,,@heavyduty_lyon,Traditional,Media,⚠️ Forse,Traditional old school zona centrale,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
637,3,Tattoo studio,Skin Factory Lyon,Lyon,Guillotière,"67 rue Guillotière, 69007",skinfactory.lyon@gmail.com,,,@skinfactory_lyon,Various,Grande,⚠️ Forse,"Studio grande, alto volume clienti",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
638,3,Tattoo studio,Encre & Peau,Lyon,3e,"5 rue Montesquieu, 69003",encre.peau.lyon@gmail.com,,,@encre_et_peau_lyon,Various,Piccola,⚠️ Forse,Studio a conduzione familiare,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
639,3,Tattoo studio,Studio 69 Tattoo,Lyon,6e,"69 rue de la Part-Dieu, 69003",studio69.tattoo@gmail.com,,,@studio69_tattoo,Various,Media,⚠️ Forse,"Studio centrale, buon volume",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
640,3,Tattoo studio,Lyon Tattoo Club,Lyon,Part-Dieu,"10 cours Lafayette, 69003",lyontattooclub@gmail.com,,,@lyontattooclub,Traditional,Grande,⚠️ Forse,"Grande spazio, attrattivo per eventi",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
641,3,Tattoo studio,Atelier du Tatouage,Lyon,2e,"22 rue Victor Hugo, 69002",ateliertatouage.lyon@gmail.com,,,@atelier_tattoo_lyon,Fine Line,Piccola,⚠️ Forse,Studio boutique zona centrale,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
642,3,Tattoo studio,Tattoo Paradise Lyon,Lyon,Bron,"15 rue du Midi, 69500 Bron",tattooparadise.lyon@gmail.com,,,@tattooparadise_lyon,Various,Grande,⚠️ Forse,Grande studio periferia est,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
643,3,Tattoo studio,Tattoo Factory Marseille,Marseille,Belle de Mai,"8 rue Sainte-Barbe, 13003",tattoo.factory.mrs@gmail.com,,,@tattoofactory_mrs,Various,Grande,⚠️ Forse,"Grande spazio, alto volume",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
644,3,Tattoo studio,OM Tattoo,Marseille,Prado,"55 av du Prado, 13006",omtattoo.marseille@gmail.com,,,@omtattoo_marseille,Various,Media,⚠️ Forse,"Zona Prado, clientela sportiva",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
645,3,Tattoo studio,Café Ink Tattoo,Marseille,Noailles,"45 rue d'Aubagne, 13001",cafeink.tattoo@gmail.com,,,@cafeink_tattoo,Various,Media,⚠️ Forse,"Ambiente cafe+studio, concept originale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
646,3,Tattoo studio,Encre du Sud,Marseille,5e,"8 place Jean-Jaurès, 13005",encredusud.tattoo@gmail.com,,,@encredusud_tattoo,Traditional,Piccola,⚠️ Forse,Traditional zona La Plaine,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
647,3,Tattoo studio,Vieux-Port Tattoo,Marseille,1er,"3 quai des Belges, 13001",vieuxport.tattoo@gmail.com,,,@vieuxport_tattoo,Traditional,Media,⚠️ Forse,"Vista porto, posizione turistica top",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
648,3,Tattoo studio,Studio Tattoo Belsunce,Marseille,1er,"22 rue de la Bibliothèque, 13001",studio.belsunce@gmail.com,,,@studio_belsunce_ttoo,Various,Media,⚠️ Forse,"Centro multiculturale, zona vivace",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
649,3,Tattoo studio,Iron Skin Marseille,Marseille,9e,"15 av Mendès France, 13009",ironskin.marseille@gmail.com,,,@ironskin_marseille,Traditional/Trib.,Piccola,⚠️ Forse,"Traditional e tribale, zona sud",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Marseille.xlsx
650,3,Tattoo studio,La Fabrique à Tatouages,Nantes,Centre-Ville,"22 rue du Calvaire, 44000",lafabrique.tattoo@gmail.com,,,@lafabrique_tattoo,Various,Grande,⚠️ Forse,"Grande studio, alto volume clienti",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
651,3,Tattoo studio,Ink Machine Nantes,Nantes,Chantenay,"18 bd de Chantenay, 44100",inkmachine.nantes@gmail.com,,,@inkmachine_nantes,Various,Media,⚠️ Forse,Studio consolidato zona ovest,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
652,3,Tattoo studio,Sacred Art Nantes,Nantes,Erdre,"20 bd Robert Schuman, 44000",sacredart.nantes@gmail.com,,,@sacredart_nantes,Neo-traditional,Piccola,⚠️ Forse,"Neo-trad, zona nord Nantes",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
653,3,Tattoo studio,Studio Tattoo 44,Nantes,Talensac,"4 rue de Bel-Air, 44000",studio.tattoo.44@gmail.com,,,@studiotattoo44,Various,Media,⚠️ Forse,Studio di riferimento zona Talensac,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
654,3,Tattoo studio,Iron Anchor Tattoo,Nantes,Chantenay,"25 rue du Bois Briand, 44100",ironanchor.nantes@gmail.com,,,@ironanchor_nantes,Sailor/Traditional,Piccola,⚠️ Forse,"Sailor tattoo, tema marinaro originale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
655,3,Tattoo studio,Nantes Ink Collective,Nantes,Hauts-Pavés,"30 rue de Chanzy, 44000",nantes.ink.collective@gmail.com,,,@nantesink_collective,Various,Grande,⚠️ Forse,"Collettivo 3 artisti, zona bobo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nantes.xlsx
656,3,Tattoo studio,Côte d'Azur Tattoo,Nice,Centre-Ville,"15 av Jean Médecin, 06000",cotedazur.tattoo@gmail.com,,,@cotedazur_tattoo,Various,Grande,⚠️ Forse,"Av principale, massima visibilità",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Nice.xlsx
